component,observed_variable,mean,median,sd,q5,q95,truth_value,error,rhat,ess_bulk,ess_tail
residual,rate_successful_passes,0.279531225605,0.27948512000000003,0.0066884841539894,0.26838064799999994,0.2905214255,0.28203755269183467,-0.002506327086834681,0.9997797702950298,3209.2469370186373,3012.852938159136
residual,rate_successful_progressive_passes,0.1363470727475,0.136330675,0.00331598592883107,0.13085397149999997,0.14181870449999998,0.1389593606506451,-0.002612287903145105,1.0005577306063365,3272.0712364678643,3483.275515465279
residual,rate_successful_crosses,0.35550526691,0.35534542,0.00836412561824835,0.341941116,0.369421184,0.35590860239020355,-4.0333548020354826e-4,1.0006848852583428,3138.925914250911,3167.326835725175
residual,per90_dribbles,0.13866462927,0.138643905,0.00339641215314372,0.13314697350000002,0.144387067,0.13782402256495765,8.406067050423516e-4,1.0001783694584565,2885.120718889073,2604.113655073829
residual,per90_progressive_run,0.32764807534,0.327459615,0.00787734618081915,0.315174171,0.340868843,0.33755128871252166,-0.009903213372521646,1.0022876217726209,2626.473014727946,2740.429367808585
residual,per90_accelerations,0.1694111729825,0.16928559999999998,0.00425764548820776,0.1627130975,0.17657382049999998,0.1770661443753811,-0.007654971392881099,1.0013147595907548,3158.8959966160937,3395.282746963013
residual,rate_successful_dribbles,0.137861729575,0.13781157500000002,0.00335725254094271,0.1325969,0.14345145849999996,0.1390374852099083,-0.0011757556349082932,1.0007090690355391,2857.205771006586,2991.6147197779696
residual,per90_touch_in_box,0.16950467229,0.169563865,0.00401861760376185,0.16294788650000003,0.17627168299999998,0.16706438685835123,0.0024402854316487588,1.0007566041803762,3104.5032920805015,3445.62862105845
residual,per90_losses,0.2205247088475,0.22045208,0.0051885666928053,0.212109784,0.2291633145,0.21065762242732738,0.009867086420172616,1.001604401669948,2945.29718576801,2668.3912166794134
residual,per90_own_half_losses,0.40916040896,0.4091655,0.00982613901206181,0.393267678,0.4254268225,0.4108647671300568,-0.0017043581700568189,1.0010922052002171,2896.8049038541953,3284.306187949596
residual,per90_dangerous_own_half_losses,0.27614156679,0.27606593,0.00670428287441325,0.26507554450000004,0.28756671349999996,0.27309704534281076,0.0030445214471892523,1.0016286789869266,3239.822051851588,3352.621726816094
residual,per90_recoveries,0.2423237077175,0.242214515,0.00577568702146942,0.232886162,0.25204987900000003,0.24569912094953425,-0.0033754132320342467,0.9996252962140856,3259.889687226145,2750.068084517685
residual,per90_opponent_half_recoveries,0.29811839258,0.29807257499999995,0.0071490298807912,0.28625598,0.3102198195,0.2889098324539834,0.009208560126016618,1.0012926851420925,2875.3571618330893,3173.4622863225973
residual,per90_dangerous_opponent_half_recoveries,0.173629109955,0.173601695,0.00424059522559008,0.166776053,0.1808200225,0.16888687777350211,0.004742232181497885,1.0001741646002014,3216.913483236032,3014.299816005306
residual,per90_interceptions,0.195671182,0.195605985,0.00464421372571775,0.1881486065,0.20344697,0.19436663399079587,0.0013045480092041262,0.9993886601647592,3456.859075923704,3057.860824938669
residual,per90_clearances,0.3084918566,0.30848737,0.00730070228671564,0.29652195950000004,0.320785892,0.3104689686647543,-0.001977112064754316,1.0012133744623792,3082.2609433110742,2813.4146841670463
residual,per90_shots_blocked,0.3559387086575,0.355784605,0.00864528203579067,0.3420430065,0.37058441499999994,0.35557244471595173,3.662639415482616e-4,0.9996233236938764,2905.651615891433,3111.147277977121
residual,per90_defensive_duels,0.246980073135,0.246847665,0.00599347378721697,0.237564694,0.2574199695,0.25637742467306585,-0.00939735153806584,1.0002059265351937,2578.3201498256312,2767.2931505657352
