query_player_name,query_archetype,neighbor_player_name,neighbor_archetype,style_dist_mean,style_dist_q05,style_dist_q95,p_closest_neighbor,level_gap_mean,level_gap_q05,level_gap_q95
Sergio Ramos,Centre backs,A. Rüdiger,Centre backs,0.5264295253625029,0.29932342237970794,0.7924067172956686,0.0285,1.1314202202572958,0.7334559598309766,1.5313029018079536
Sergio Ramos,Centre backs,R. Araújo,Defensive midfielders,0.5676602126920729,0.3367311240948129,0.847424830112915,0.01525,0.5481190598906819,0.1902797001625235,0.9099334705811248
Sergio Ramos,Centre backs,Diego Carlos,Centre backs,0.5879201544442936,0.3313037045879812,0.8915439196384151,0.022,0.9109488603001051,0.49431157454836466,1.3215570703740358
Sergio Ramos,Centre backs,A. Christensen,Defensive midfielders,0.6324401850578559,0.2744276285049183,1.0834867242232018,0.03525,0.9970213035428664,0.5870964489051814,1.4020676873560034
Sergio Ramos,Centre backs,A. Mandi,Centre backs,0.6377219551156958,0.4077120128680062,0.923702823009101,0.005,1.0095619880965985,0.6464780860248712,1.3644197448965567
Sergio Ramos,Centre backs,Éder Militão,Centre backs,0.701598613146001,0.456062634183794,1.0128094956744196,0.00225,0.8151395350620598,0.4356423770375123,1.2052044775695863
Íñigo Martínez,Centre backs,Pedro Bigas,Centre backs,0.37532679976363287,0.12789873252897646,0.7254974542936059,0.03675,0.2110599036343661,0.050690416851824106,0.42978731412943627
Íñigo Martínez,Centre backs,N. Pareja,Centre backs,0.381733510174422,0.12546575760020276,0.7462447143379737,0.035,0.39096614069502883,0.11540446294973199,0.7020854712802039
Íñigo Martínez,Centre backs,César Tárrega,Centre backs,0.3827732624182568,0.1254022430061015,0.7469691056381191,0.03125,0.3384435555017997,0.0851550634654916,0.6574153055245311
Íñigo Martínez,Centre backs,J. Aidoo,Centre backs,0.38554378713766596,0.12947126382349242,0.7318555059877182,0.02825,0.2922523610312243,0.08309545554622295,0.5409214019204598
Íñigo Martínez,Centre backs,José Alberto Cañas,Centre backs,0.38743569588421145,0.13141035657944067,0.7480314450941835,0.034,0.4743185968654721,0.14799049173198714,0.8162499933875862
Íñigo Martínez,Centre backs,Aymeric Laporte,Centre backs,0.3912262797215545,0.16302088031120235,0.6975934496371344,0.0175,0.26467765999775245,0.06848452866285457,0.5222986781449468
Íñigo Martínez,Centre backs,G. Krychowiak,Centre backs,0.4009528387352319,0.12731865069672568,0.7825136386536851,0.03025,0.3271103296482775,0.08480746944558143,0.6577146787854108
Íñigo Martínez,Centre backs,F. Lejeune,Centre backs,0.40483023999133577,0.13703406010676933,0.7886472802666131,0.02225,0.2437670034800281,0.062474621778142655,0.47732903939402416
Íñigo Martínez,Centre backs,Chechu Dorado,Centre backs,0.4071263076912717,0.13793968596686554,0.7852667880928851,0.02675,0.47875739007107654,0.16785287169941351,0.8194156790907352
Íñigo Martínez,Centre backs,Dani Vivian,Centre backs,0.4132856803408019,0.15100585628551116,0.7778480805876214,0.0215,0.24668238538588247,0.0645136044928681,0.4886974073381515
