player_index,player_id,player_name,n_seasons,pc1_score,pc2_score,pc3_score
137,3557,Jesús Gámez,2,2.8872158572587043,1.128435883862738,-2.324646907690973
138,3560,Nacho Monreal,2,1.5863194543029848,0.10567441823460885,0.04691844958858707
139,3561,Weligton,2,5.8021117955405614,-2.281654792962066,-0.2427579018347749
140,3562,Sergio Sánchez,1,5.5740448904160775,-1.7256238021449977,0.8435734023027762
141,3563,Isco,10,-3.506564263495913,5.951178755217277,2.869017818914943
142,3565,NA,2,-2.5178784786767223,5.896600895553705,1.1275763294164949
143,3566,Ignacio Camacho,3,3.920269534825817,0.2779707790847912,0.19927688815409292
144,3567,Santi Cazorla,3,-0.5175704898863359,4.495496714511242,1.9820854446975058
145,3568,Recio,7,1.2052414318556088,1.3728509144706005,0.6511331540943551
146,3571,Joaquín,8,-3.1779178343190866,2.9435967574422928,1.6924684685456186
147,3572,Portillo,5,-1.551606375200796,2.4845379609478897,0.38641525919034314
